contract,block,event_name,event_data,transaction_hash,gas,gas_price,log_index,block_timestamp
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413959,Swap,"{""sender"": ""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 5816889234, ""amount1"": -5816944896, ""sqrtPriceX96"": 79232501770504994629322522160, ""liquidity"": 149639972587634595, ""tick"": 1}",0x40359b43a4f6cf4ec542ff40f8225f557b9ebebc83f9d120bec531f1cbf0dd94,645248,5746365623,24,2024-07-29 18:16:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413961,Swap,"{""sender"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""recipient"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""amount0"": -8798155721, ""amount1"": 8800000000, ""sqrtPriceX96"": 79232506429274287486070671946, ""liquidity"": 149639972587634595, ""tick"": 1}",0x53f828f7f0e9aaa03c17def9b99b19ea8c4d670919f7940cbffc974b2c49bcdb,900000,4736837487,176,2024-07-29 18:17:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413962,Swap,"{""sender"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""recipient"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""amount0"": -3799203287, ""amount1"": 3800000000, ""sqrtPriceX96"": 79232508441015573067466304644, ""liquidity"": 149639972587634595, ""tick"": 1}",0xd1ae59bf596c2c95627025f8f0f930dc741dd9ee31d5d75abb2d987a8515c4d0,900000,4784915203,44,2024-07-29 18:17:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413962,Swap,"{""sender"": ""0x9732F64A02ffcfc2C388B291abCC60c6ACD273ba"", ""recipient"": ""0x9732F64A02ffcfc2C388B291abCC60c6ACD273ba"", ""amount0"": -999790306, ""amount1"": 1000000000, ""sqrtPriceX96"": 79232508970421174579580092826, ""liquidity"": 149639972587634595, ""tick"": 1}",0x0891c2bec02424bfcabd846e447235d913c42334c422b269f2e53c90012a6d9b,400000,5885915203,323,2024-07-29 18:17:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413963,Swap,"{""sender"": ""0xE592427A0AEce92De3Edee1F18E0157C05861564"", ""recipient"": ""0xE592427A0AEce92De3Edee1F18E0157C05861564"", ""amount0"": -4938575091, ""amount1"": 4939611092, ""sqrtPriceX96"": 79232511585478955504107659305, ""liquidity"": 149639972587634595, ""tick"": 1}",0x0600e2dad3160948c6d36f8401ee42254dd521aab6e9ec6994ea059fa16dfc3e,434028,9832723449,27,2024-07-29 18:17:47
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413965,Swap,"{""sender"": ""0xe3210B2C17152ADF36b674c3878cd63BcC576428"", ""recipient"": ""0x26eB17CBcB2726DD62Ba2d62B5cAc3C40BE16be9"", ""amount0"": -4578348155, ""amount1"": 4579308879, ""sqrtPriceX96"": 79232514009790727041513852428, ""liquidity"": 149639972587634595, ""tick"": 1}",0x62d331daa755236b0e13c07722bd954f96fb3ad688a9093f24f8b756c1733171,237731,5966568636,273,2024-07-29 18:18:11
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413966,Swap,"{""sender"": ""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 4012215853, ""amount1"": -4012255222, ""sqrtPriceX96"": 79232511885467905536333691517, ""liquidity"": 149639972587634595, ""tick"": 1}",0x6231e755f44e9e0dde2eaa0bcef00a63cfb2007f8c156e542456905a038d8fbe,606298,5842557328,85,2024-07-29 18:18:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413967,Swap,"{""sender"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""recipient"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""amount0"": -10397817632, ""amount1"": 10400000000, ""sqrtPriceX96"": 79232517391286160954306525307, ""liquidity"": 149639972587634595, ""tick"": 1}",0x6ac0b96dce6b9df6841fc7a304757878bb973881650d1bac9099deb4dbe89f78,900000,4759222365,43,2024-07-29 18:18:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413967,Swap,"{""sender"": ""0xE592427A0AEce92De3Edee1F18E0157C05861564"", ""recipient"": ""0xDEF171Fe48CF0115B1d80b88dc8eAB59176FEe57"", ""amount0"": 40559608457, ""amount1"": -40560000000, ""sqrtPriceX96"": 79232495916447479754851331094, ""liquidity"": 149639972587634595, ""tick"": 1}",0x0311ad4b5c8d6c0ba5c32b8d0c0e7c0f5090b5af652871ca26636ae1ef7b0407,1362789,5964882363,69,2024-07-29 18:18:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413982,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x31ba74d3bcAf1B7A176A6cfd6C19ec101957d1f5"", ""amount0"": -1199748745, ""amount1"": 1200000000, ""sqrtPriceX96"": 79232496551734201569387876913, ""liquidity"": 149639972587634595, ""tick"": 1}",0x74d2b8e2895c6f713261d3e05e0366c4d52dde5de964729e9bd341eea81e8939,367779,5515156353,303,2024-07-29 18:21:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413994,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x31ba74d3bcAf1B7A176A6cfd6C19ec101957d1f5"", ""amount0"": -1799623082, ""amount1"": 1800000000, ""sqrtPriceX96"": 79232497504664284291192695641, ""liquidity"": 149639972587634595, ""tick"": 1}",0xa83b2be8b671c69aeddd102dff7f9c2e2e3b9e3008d076073a0aaf45e8462223,542337,10063928648,87,2024-07-29 18:23:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20413997,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0xc4947286fEC9f5a5a3fcf213de67d13aAa520C07"", ""amount0"": 2500000000, ""amount1"": -2500023514, ""sqrtPriceX96"": 79232496181005465806329142563, ""liquidity"": 149639972587634595, ""tick"": 1}",0xc84538acbc336c9cc4e26f3d89aaec71fa9b08de0016e13c5b02f111e1a73896,172628,4750376874,360,2024-07-29 18:24:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414002,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""amount0"": 1747847866, ""amount1"": -1747864256, ""sqrtPriceX96"": 79232495255583795707854181141, ""liquidity"": 149639972587634595, ""tick"": 1}",0x9e112bef87db5cf452922c12e81487a82facc9afeb5c30a533cc3b358a0825a6,586676,9573586844,79,2024-07-29 18:25:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414009,Swap,"{""sender"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""recipient"": ""0x12FF0E28318E53a6f91D42cF607963076AF6c03F"", ""amount0"": -23795013594, ""amount1"": 23800000000, ""sqrtPriceX96"": 79232507855437111610696033515, ""liquidity"": 149639972587634595, ""tick"": 1}",0x178df06a75f6612f69aec3cb719c04231804759e3e0832bf87973482edbc4cf0,1350000,3570366866,14,2024-07-29 18:26:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414009,Swap,"{""sender"": ""0x3FAcE0004bC1003B9d0672e7B23134Cb80115fb6"", ""recipient"": ""0x3FAcE0004bC1003B9d0672e7B23134Cb80115fb6"", ""amount0"": 8470059584, ""amount1"": -8470141127, ""sqrtPriceX96"": 79232503370848494246015036504, ""liquidity"": 149639972587634595, ""tick"": 1}",0x24b89ac6c423a025e1a0e5107d16185eac65421eec40eae2bac3ef7dfcd23dbb,1021341,6764484777,259,2024-07-29 18:26:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414009,Swap,"{""sender"": ""0xE37e799D5077682FA0a244D46E5649F71457BD09"", ""recipient"": ""0xE37e799D5077682FA0a244D46E5649F71457BD09"", ""amount0"": -2059753672, ""amount1"": 2060185431, ""sqrtPriceX96"": 79232504461522201329153822640, ""liquidity"": 149639972587634595, ""tick"": 1}",0xa74b086bb25b2be5bf9a228a27684cf0f801d8b14f4bf9c9b1b143788d561f0f,296831,3571366866,331,2024-07-29 18:26:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414011,Swap,"{""sender"": ""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 3421888660, ""amount1"": -3421921425, ""sqrtPriceX96"": 79232502649756654445150853522, ""liquidity"": 149639972587634595, ""tick"": 1}",0x7dc3566939edb4e0607fa89d995d160f0916a80a4b17f51a6f7541c08d0ba1b0,626535,3988081215,184,2024-07-29 18:27:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414012,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""amount0"": -1444264075, ""amount1"": 1444566785, ""sqrtPriceX96"": 79232503414518402012275284092, ""liquidity"": 149639972587634595, ""tick"": 1}",0x763c33cf7c06b545a2e5e40cfac1c52f732e7f3dff341f5511e42fde982c7b0b,337038,4412518332,812,2024-07-29 18:27:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414017,Swap,"{""sender"": ""0x00000000009E50a7dDb7a7B0e2ee6604fd120E49"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 3576755951, ""amount1"": -3576790100, ""sqrtPriceX96"": 79232501520756311430143443262, ""liquidity"": 149639972587634595, ""tick"": 1}",0xf423de165a8a7aac652973d7ad27eb65d587dc480b97c3628bb4a5f607a17326,835927,6889624120,16,2024-07-29 18:28:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414024,Swap,"{""sender"": ""0xE592427A0AEce92De3Edee1F18E0157C05861564"", ""recipient"": ""0x4a14347083B80E5216cA31350a2D21702aC3650d"", ""amount0"": -5625021250, ""amount1"": 5626200219, ""sqrtPriceX96"": 79232504499298222079561364309, ""liquidity"": 149639972587634595, ""tick"": 1}",0x1b641f15600c237691ba037cfa9a5e42f93e7d1bf8afff179d9af41a24e5cd08,471035,6332178006,408,2024-07-29 18:29:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414031,Swap,"{""sender"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""recipient"": ""0x663DC15D3C1aC63ff12E45Ab68FeA3F0a883C251"", ""amount0"": 3527960123, ""amount1"": -3527993904, ""sqrtPriceX96"": 79232502631371694404504615478, ""liquidity"": 149639972587634595, ""tick"": 1}",0x0cbca98ffcf2902322ca3329f3bd7b64accc484d56dabce296d3f0e0ceab4f34,382350,4872191912,142,2024-07-29 18:31:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414031,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x31ba74d3bcAf1B7A176A6cfd6C19ec101957d1f5"", ""amount0"": -2399497065, ""amount1"": 2400000000, ""sqrtPriceX96"": 79232503901945138033577707116, ""liquidity"": 149639972587634595, ""tick"": 1}",0xe32de649ed212ad637aaf3a42188734137a1327e9bae2f166169d220d2ee8bca,557215,4342191912,158,2024-07-29 18:31:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414032,Swap,"{""sender"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""recipient"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""amount0"": -1120400253, ""amount1"": 1120635116, ""sqrtPriceX96"": 79232504495215645436567563007, ""liquidity"": 149639972587634595, ""tick"": 1}",0x59a4c3c94ae6612c86206b690278dc4d11910c5b6eef506397d11eb873faa18b,378863,5346000000,130,2024-07-29 18:31:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414037,Swap,"{""sender"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""recipient"": ""0xa7Ca2C8673bcFA5a26d8ceeC2887f2CC2b0Db22A"", ""amount0"": -824262257, ""amount1"": 824435053, ""sqrtPriceX96"": 79232504931676180315780830727, ""liquidity"": 149639972587634595, ""tick"": 1}",0x6d151ba0d9fd903cd25f0957f5edb942553f62e9c8f44d15b4e32077c3d00da1,421107,4425514378,288,2024-07-29 18:32:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414039,Swap,"{""sender"": ""0x0DDC6F9CE13b985DFd730b8048014B342D1b54F7"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 13993133772, ""amount1"": -13993266937, ""sqrtPriceX96"": 79232497522821394935183693853, ""liquidity"": 149639972587634595, ""tick"": 1}",0xba609a8f0f1db96d5fce2ca3eaa4729797f8f459100ac6d171e60e652f48ca6a,604506,3352808207,198,2024-07-29 18:32:59
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414042,Swap,"{""sender"": ""0x0DDC6F9CE13b985DFd730b8048014B342D1b54F7"", ""recipient"": ""0xc7bBeC68d12a0d1830360F8Ec58fA599bA1b0e9b"", ""amount0"": 2680127841, ""amount1"": -2680153047, ""sqrtPriceX96"": 79232496103791455949725571231, ""liquidity"": 149639972587634595, ""tick"": 1}",0xc4986fdf70f4a5e15f719115cfe72ad58f333b38f2ca3aa2f0e96d57838d4279,606464,3418126666,360,2024-07-29 18:33:35
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414045,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x31ba74d3bcAf1B7A176A6cfd6C19ec101957d1f5"", ""amount0"": -1499685922, ""amount1"": 1500000000, ""sqrtPriceX96"": 79232496897899858217896253505, ""liquidity"": 149639972587634595, ""tick"": 1}",0x25e96051aea4d07f060a12b34cb1133611cbc91e5d2e02bc04900e0b1e2ab715,537729,4774684282,179,2024-07-29 18:34:11
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414046,Swap,"{""sender"": ""0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD"", ""recipient"": ""0x0cFB06414C6d9790Bc661230DbA0b24060808bF4"", ""amount0"": 99071909, ""amount1"": -99072840, ""sqrtPriceX96"": 79232496845444896203352992772, ""liquidity"": 149639972587634595, ""tick"": 1}",0x3ab60356238c0af5030edcc51eabddb7ca9e10c9204a20a090e2a35f4e0526ce,448527,4906725828,170,2024-07-29 18:34:23
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414048,Swap,"{""sender"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""recipient"": ""0x663DC15D3C1aC63ff12E45Ab68FeA3F0a883C251"", ""amount0"": 1194924643, ""amount1"": -1194935872, ""sqrtPriceX96"": 79232496212775885044444421037, ""liquidity"": 149639972587634595, ""tick"": 1}",0xca33e5ad53849153320ef69f66c00601ed2499f2de4ee6f56d80acb714084736,329594,4878787047,219,2024-07-29 18:34:47
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414048,Swap,"{""sender"": ""0xE37e799D5077682FA0a244D46E5649F71457BD09"", ""recipient"": ""0x1111111254EEB25477B68fb85Ed929f73A960582"", ""amount0"": 2966453071, ""amount1"": -2966480866, ""sqrtPriceX96"": 79232494642147234705078742695, ""liquidity"": 149639972587634595, ""tick"": 1}",0xc181ac7fc176ff3a800e9e83e2f09780556858f248c6625f861dd4687f5ba450,296831,3479787047,473,2024-07-29 18:34:47
0x3416cf6c708da44db2624d63ea0aaef7113527c6,20414051,Swap,"{""sender"": ""0x24902AA0cf0000a08c0EA0b003B0c0bF600000E0"", ""recipient"": ""0x3Df6Bb62348D786A50b635b638fF99D850f98211"", ""amount0"": -4461134303, ""amount1"": 4462068519, ""sqrtPriceX96"": 79232497004391302916127663226, ""liquidity"": 149639972587634595, ""tick"": 1}",0xe1f04d9a2603287581ea15ed73fc96014efbc0f3364aa4b6775b351a904b6faa,820706,7990187897,18,2024-07-29 18:35:23
