contract,block,function_name,inputs,outputs,block_timestamp
0x54586be62e3c3580375ae3723c145253060ca0c2,20111159,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:18:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111159,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:18:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111159,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:18:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111159,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:18:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111170,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:20:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111171,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:20:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111172,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:20:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111173,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:21:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111164,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:19:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111165,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:19:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111166,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:19:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111167,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:19:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111168,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:20:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111169,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:20:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111174,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:21:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111175,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:21:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111176,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:21:47
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111177,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:21:59
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111178,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:22:11
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599""]","[{""name"": """", ""type"": ""uint256"", ""value"": 6593533106400}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99998150}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111179,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:22:23
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2""]","[{""name"": """", ""type"": ""uint256"", ""value"": 351578125147}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0xdAC17F958D2ee523a2206206994597C13D831ec7""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99926489}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0x6B175474E89094C44Da98b954EedeAC495271d0F""]","[{""name"": """", ""type"": ""uint256"", ""value"": 99966639}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984""]","[{""name"": """", ""type"": ""uint256"", ""value"": 1095029337}]",2024-06-17 11:22:35
0x54586be62e3c3580375ae3723c145253060ca0c2,20111180,getAssetPrice,"[""0xba100000625a3754423978a60c9317c58a424e3D""]","[{""name"": """", ""type"": ""uint256"", ""value"": 330010000}]",2024-06-17 11:22:35
